Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Colombia,COL,Population census,3.11.01.01.popcen,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Colombia,COL,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Colombia,COL,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Comoros,COM,Child malnutrition,5.51.01.02.malnut,..,1,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
Comoros,COM,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Comoros,COM,Gender equality,5.51.01.07.gender,..,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667
Comoros,COM,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Comoros,COM,Population census,3.11.01.01.popcen,..,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Comoros,COM,Poverty survey,5.14.01.01.povsurv,..,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1
Comoros,COM,UNESCO reporting,5.12.01.01.unesco,..,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Dem. Rep.",COD,Child malnutrition,5.51.01.02.malnut,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.66667,0.66667,1,0.66667,1,1,1,1,1,1
"Congo, Dem. Rep.",COD,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",COD,Gender equality,5.51.01.07.gender,0,0,0,0,0,0.33333,0.33333,0.66667,0.66667,1,1,1,1,0.66667,0.66667,0.66667,0.33333
"Congo, Dem. Rep.",COD,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",COD,Population census,3.11.01.01.popcen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Dem. Rep.",COD,Poverty survey,5.14.01.01.povsurv,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
"Congo, Dem. Rep.",COD,UNESCO reporting,5.12.01.01.unesco,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
"Congo, Rep.",COG,Child malnutrition,5.51.01.02.malnut,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
"Congo, Rep.",COG,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Rep.",COG,Gender equality,5.51.01.07.gender,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0,0
"Congo, Rep.",COG,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Rep.",COG,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Congo, Rep.",COG,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0
"Congo, Rep.",COG,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Costa Rica,CRI,Child malnutrition,5.51.01.02.malnut,1,1,1,0.66667,0.33333,0.33333,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
Costa Rica,CRI,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Costa Rica,CRI,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Costa Rica,CRI,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Costa Rica,CRI,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Costa Rica,CRI,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Costa Rica,CRI,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cote d'Ivoire,CIV,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.66667,1,0.66667,0.66667,0.66667,1,1,1,1,1,1
Cote d'Ivoire,CIV,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cote d'Ivoire,CIV,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.66667,0.66667,1
Cote d'Ivoire,CIV,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cote d'Ivoire,CIV,Population census,3.11.01.01.popcen,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1
Cote d'Ivoire,CIV,Poverty survey,5.14.01.01.povsurv,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5
Cote d'Ivoire,CIV,UNESCO reporting,5.12.01.01.unesco,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Child malnutrition,5.51.01.02.malnut,1,1,1,1,0.66667,0.33333,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Gender equality,5.51.01.07.gender,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,0.66667,1,0.66667,0.66667,1,1,0.66667,1
Croatia,HRV,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,UNESCO reporting,5.12.01.01.unesco,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Child malnutrition,5.51.01.02.malnut,..,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333
Djibouti,DJI,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Gender equality,5.51.01.07.gender,..,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1
Djibouti,DJI,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Population census,3.11.01.01.popcen,..,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Poverty survey,5.14.01.01.povsurv,..,1,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,1
Djibouti,DJI,UNESCO reporting,5.12.01.01.unesco,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominica,DMA,Child malnutrition,5.51.01.02.malnut,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominica,DMA,Gender equality,5.51.01.07.gender,..,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333
Dominica,DMA,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominica,DMA,Population census,3.11.01.01.popcen,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominica,DMA,Poverty survey,5.14.01.01.povsurv,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,UNESCO reporting,5.12.01.01.unesco,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Dominican Republic,DOM,Child malnutrition,5.51.01.02.malnut,1,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66667
Dominican Republic,DOM,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,0.66667,1,1,1,1,1
Dominican Republic,DOM,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East Asia & Pacific (excluding high income),EAP,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,1,1,0.66667
Ecuador,ECU,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ecuador,ECU,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1
Ecuador,ECU,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ecuador,ECU,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ecuador,ECU,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ecuador,ECU,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Egypt, Arab Rep.",EGY,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667
"Egypt, Arab Rep.",EGY,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Egypt, Arab Rep.",EGY,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,1,1,0.66667,0.66667,0.66667,0.66667
"Egypt, Arab Rep.",EGY,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Egypt, Arab Rep.",EGY,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Egypt, Arab Rep.",EGY,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Egypt, Arab Rep.",EGY,UNESCO reporting,5.12.01.01.unesco,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
El Salvador,SLV,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
El Salvador,SLV,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Salvador,SLV,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Salvador,SLV,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Salvador,SLV,Population census,3.11.01.01.popcen,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
El Salvador,SLV,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Salvador,SLV,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Equatorial Guinea,GNQ,Child malnutrition,5.51.01.02.malnut,..,0.66667,0.66667,0.66667,1,1,1,0.66667,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333
Equatorial Guinea,GNQ,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Equatorial Guinea,GNQ,Gender equality,5.51.01.07.gender,..,0.66667,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Equatorial Guinea,GNQ,Population census,3.11.01.01.popcen,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Equatorial Guinea,GNQ,Poverty survey,5.14.01.01.povsurv,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,UNESCO reporting,5.12.01.01.unesco,..,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Eritrea,ERI,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,1,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333
Eritrea,ERI,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eritrea,ERI,Gender equality,5.51.01.07.gender,0.66667,1,1,1,1,1,1,1,1,1,1,0,0.66667,1,0.66667,0.66667,0.66667
Eritrea,ERI,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eritrea,ERI,Population census,3.11.01.01.popcen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,SWZ,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,1,1,1,1,1,1,1,1,1
Eswatini,SWZ,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,SWZ,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,0.66667,0.66667
Eswatini,SWZ,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,SWZ,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,SWZ,Poverty survey,5.14.01.01.povsurv,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,1,1
Eswatini,SWZ,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Ethiopia,ETH,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,1,1,1,1,1,1
Ethiopia,ETH,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,ETH,Gender equality,5.51.01.07.gender,0.66667,1,1,1,1,1,1,1,1,1,0,0,0.66667,0.66667,0.33333,0.33333,0.33333
Ethiopia,ETH,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,ETH,Population census,3.11.01.01.popcen,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Ethiopia,ETH,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1
Ethiopia,ETH,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Europe & Central Asia (excluding high income),ECA,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Child malnutrition,5.51.01.02.malnut,..,0.33333,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0
Fiji,FJI,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fiji,FJI,Gender equality,5.51.01.07.gender,..,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0,0
Fiji,FJI,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fiji,FJI,Population census,3.11.01.01.popcen,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fiji,FJI,Poverty survey,5.14.01.01.povsurv,..,0,0,0,0,0.5,1,1,1,1,1,0.5,0.5,1,1,1,0.5
Fiji,FJI,UNESCO reporting,5.12.01.01.unesco,..,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0
Gabon,GAB,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
Gabon,GAB,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gabon,GAB,Gender equality,5.51.01.07.gender,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gabon,GAB,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gabon,GAB,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0
Gabon,GAB,UNESCO reporting,5.12.01.01.unesco,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",GMB,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.66667,1,1,1,1,1
"Gambia, The",GMB,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Gambia, The",GMB,Gender equality,5.51.01.07.gender,0,0,0,0,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.33333,0,0,0,0
"Gambia, The",GMB,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Gambia, The",GMB,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Gambia, The",GMB,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,1
"Gambia, The",GMB,UNESCO reporting,5.12.01.01.unesco,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Georgia,GEO,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333
Georgia,GEO,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Georgia,GEO,Gender equality,5.51.01.07.gender,0.66667,1,1,1,1,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,1,1
Georgia,GEO,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Georgia,GEO,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Georgia,GEO,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Georgia,GEO,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,GHA,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1
Ghana,GHA,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,GHA,Gender equality,5.51.01.07.gender,0.66667,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1
Ghana,GHA,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,GHA,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,GHA,Poverty survey,5.14.01.01.povsurv,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,1,0.5,1,1,1
Ghana,GHA,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Grenada,GRD,Child malnutrition,5.51.01.02.malnut,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Grenada,GRD,Gender equality,5.51.01.07.gender,..,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1
Grenada,GRD,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Grenada,GRD,Population census,3.11.01.01.popcen,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Grenada,GRD,Poverty survey,5.14.01.01.povsurv,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,UNESCO reporting,5.12.01.01.unesco,..,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1
Guatemala,GTM,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667
Guatemala,GTM,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guatemala,GTM,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,1,1,0.66667,0.66667,1,1,1,1,1,1
Guatemala,GTM,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guatemala,GTM,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guatemala,GTM,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guatemala,GTM,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,GIN,Child malnutrition,5.51.01.02.malnut,1,1,1,1,0.66667,1,1,1,1,0.66667,1,1,1,1,1,1,1
Guinea,GIN,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,GIN,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,1,1,1,1,1,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
Guinea,GIN,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,GIN,Population census,3.11.01.01.popcen,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Guinea,GIN,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0
Guinea,GIN,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Guinea-Bissau,GNB,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,1,0.66667,0.66667,1,1,1,1,1,0.66667
Guinea-Bissau,GNB,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea-Bissau,GNB,Gender equality,5.51.01.07.gender,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea-Bissau,GNB,Population census,3.11.01.01.popcen,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Guinea-Bissau,GNB,Poverty survey,5.14.01.01.povsurv,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,1,1
Guinea-Bissau,GNB,UNESCO reporting,5.12.01.01.unesco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
