,Unnamed: 0,Country Name,Series Name,1990,1995,2000,2005,2010,2015,2020
969,969,cabo verde,"fertility rate, total (births per woman)",5.392,4.505,3.539,2.933,2.474,2.117,1.908
970,970,cabo verde,"immunization, bcg (% of one-year-old children)",97.0,94.0,96.0,99.0,99.0,94.0,98.0
971,971,cabo verde,"immunization, dpt (% of children ages 12-23 months)",88.0,88.0,90.0,95.0,99.0,93.0,93.0
972,972,cabo verde,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,93.0,98.0,94.0,94.0
973,973,cabo verde,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,95.0,86.0
974,974,cabo verde,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,1.2934983741444,0.564840349536499,0.366938096762357,0.0513076111176264,0.0
975,975,cabo verde,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,82.0,79.0,90.0,64.0,39.0
976,976,cabo verde,"life expectancy at birth, total (years)",65.023,64.093,68.618,72.68,73.499,74.62,74.808
977,977,cabo verde,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,93.0,18.0,45.0,46.0,0.0
978,978,cabo verde,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,22.9,23.8,23.5,25.0,0.0
979,979,cabo verde,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,16.9,16.4,14.8,14.8,0.0
980,980,cabo verde,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,981,cabo verde,"mortality rate, infant (per 1,000 live births)",46.6,44.1,31.1,23.5,22.1,16.7,12.2
982,982,cabo verde,people using at least basic drinking water services (% of population),0.0,0.0,79.08041443,80.60608448,82.99094948,85.44334237,88.76960642
983,983,cabo verde,pregnant women receiving prenatal care (%),0.0,0.0,0.0,97.6,0.0,0.0,0.0
984,984,cabo verde,prevalence of overweight (% of adults),17.6,21.4,24.7,27.8,31.0,34.2,0.0
985,985,cabo verde,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,986,cabo verde,prevalence of undernourishment (% of population),0.0,0.0,0.0,11.0,14.2,16.8,17.7
987,987,cabo verde,"probability of dying among youth ages 20-24 years (per 1,000)",6.2,9.1,6.3,5.1,4.7,4.4,3.9
988,988,cabo verde,"probability of dying among children ages 5-9 years (per 1,000)",3.2,5.0,2.4,1.9,1.5,1.2,0.9
989,989,cabo verde,"tuberculosis death rate (per 100,000 people)",0.0,0.0,6.3,6.3,6.3,4.3,4.3
990,990,cambodia,"adolescent fertility rate (births per 1,000 women ages 15-19)",75.3114,57.619,49.5172,47.462,48.0808,49.6326,51.8072
991,991,cambodia,adults (ages 15+) living with hiv,500.0,30000.0,81000.0,79000.0,78000.0,75000.0,72000.0
992,992,cambodia,adults (ages 15-49) newly infected with hiv,500.0,12000.0,8000.0,3500.0,1700.0,1300.0,1000.0
993,993,cambodia,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.2,0.2,0.0,0.0
994,994,cambodia,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,995,cambodia,current health expenditure per capita (current us$),0.0,0.0,19.732481,32.4956665,54.29156113,72.03400421,0.0
996,996,cambodia,"death rate, crude (per 1,000 people)",12.246,11.064,9.273,7.042,6.121,5.81,6.228
997,997,cambodia,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,998,cambodia,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,59.2,49.9,48.0,0.0,0.0
999,999,cambodia,"fertility rate, total (births per woman)",5.644,4.824,3.772,3.244,2.774,2.55,2.381
1000,1000,cambodia,"immunization, bcg (% of one-year-old children)",52.0,69.0,81.0,87.0,95.0,99.0,97.0
1001,1001,cambodia,"immunization, dpt (% of children ages 12-23 months)",38.0,39.0,59.0,82.0,90.0,92.0,92.0
1002,1002,cambodia,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,0.0,91.0,92.0,92.0
1003,1003,cambodia,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,61.0,80.0
1004,1004,cambodia,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,77.8389970107249,41.4099271283889,34.9053811272853,19.9366780414669,5.84734336878057
1005,1005,cambodia,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,579.0,510.0,438.0,366.0,280.0
1006,1006,cambodia,"life expectancy at birth, total (years)",55.434,56.308,58.625,64.293,67.712,69.873,70.416
1007,1007,cambodia,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,497.0,559.0,226.0,0.0,0.0
1008,1008,cambodia,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,17.9,17.9,18.1,17.4,0.0
1009,1009,cambodia,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,27.2,25.2,23.7,22.8,0.0
1010,1010,cambodia,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,1011,cambodia,"mortality rate, infant (per 1,000 live births)",84.9,86.7,79.2,52.8,37.3,27.3,22.0
1012,1012,cambodia,people using at least basic drinking water services (% of population),0.0,0.0,52.61694034,60.294322,64.73036087,68.44384896,71.21988497
1013,1013,cambodia,pregnant women receiving prenatal care (%),0.0,0.0,37.7,69.3,89.1,0.0,0.0
1014,1014,cambodia,prevalence of overweight (% of adults),9.6,11.4,13.4,15.7,18.3,21.1,0.0
1015,1015,cambodia,prevalence of overweight (% of children under 5),0.0,0.0,4.0,1.6,1.9,0.0,0.0
1016,1016,cambodia,prevalence of undernourishment (% of population),0.0,0.0,0.0,17.0,11.2,8.9,6.3
1017,1017,cambodia,"probability of dying among youth ages 20-24 years (per 1,000)",20.0,16.7,11.8,8.2,6.6,5.1,4.7
1018,1018,cambodia,"probability of dying among children ages 5-9 years (per 1,000)",23.2,17.6,12.5,8.3,5.3,3.6,2.9
1019,1019,cambodia,"tuberculosis death rate (per 100,000 people)",0.0,0.0,42.0,32.0,25.0,21.0,20.0
1020,1020,cameroon,"adolescent fertility rate (births per 1,000 women ages 15-19)",183.1988,168.244,154.7712,139.0586,125.2854,111.8636,98.8814
1021,1021,cameroon,adults (ages 15+) living with hiv,45000.0,170000.0,360000.0,440000.0,460000.0,470000.0,460000.0
1022,1022,cameroon,adults (ages 15-49) newly infected with hiv,13000.0,38000.0,46000.0,31000.0,26000.0,19000.0,11000.0
1023,1023,cameroon,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,66.0,0.0,0.0,0.0,0.0
1024,1024,cameroon,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,1025,cameroon,current health expenditure per capita (current us$),0.0,0.0,28.0037632,41.45746613,48.35902023,49.76532364,0.0
1026,1026,cameroon,"death rate, crude (per 1,000 people)",13.09,13.64,13.426,12.408,10.992,9.179,8.419
1027,1027,cameroon,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,1028,cameroon,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,32.0,0.0,0.0,0.0,0.0
1029,1029,cameroon,"fertility rate, total (births per woman)",6.392,5.955,5.53,5.407,5.16,4.832,4.543
1030,1030,cameroon,"immunization, bcg (% of one-year-old children)",76.0,62.0,78.0,90.0,83.0,83.0,80.0
1031,1031,cameroon,"immunization, dpt (% of children ages 12-23 months)",48.0,46.0,62.0,80.0,84.0,78.0,69.0
1032,1032,cameroon,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,79.0,84.0,78.0,69.0
1033,1033,cameroon,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,28.0
1034,1034,cameroon,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,403.73150760374,431.844854638206,290.870328627031,261.298512823383,259.958161467263
1035,1035,cameroon,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,309.0,311.0,260.0,212.0,171.0
1036,1036,cameroon,"life expectancy at birth, total (years)",54.868,53.222,52.932,54.362,56.582,59.658,60.833
1037,1037,cameroon,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,1038,cameroon,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,27.4,28.3,28.9,29.0,0.0
1039,1039,cameroon,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,28.0,28.7,27.4,25.5,0.0
1040,1040,cameroon,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,1041,cameroon,"mortality rate, infant (per 1,000 live births)",84.7,89.9,87.6,78.1,68.6,57.0,48.3
1042,1042,cameroon,people using at least basic drinking water services (% of population),0.0,0.0,57.6186875,59.91704351,62.03643519,63.97399012,65.72041818
1043,1043,cameroon,pregnant women receiving prenatal care (%),0.0,0.0,75.3,0.0,0.0,0.0,0.0
1044,1044,cameroon,prevalence of overweight (% of adults),18.2,20.8,23.7,26.7,29.8,33.0,0.0
1045,1045,cameroon,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,1046,cameroon,prevalence of undernourishment (% of population),0.0,0.0,0.0,15.9,7.1,5.4,6.7
1047,1047,cameroon,"probability of dying among youth ages 20-24 years (per 1,000)",17.7,19.2,20.4,20.3,19.4,18.6,17.8
1048,1048,cameroon,"probability of dying among children ages 5-9 years (per 1,000)",21.4,20.7,19.8,18.5,17.1,15.4,13.7
1049,1049,cameroon,"tuberculosis death rate (per 100,000 people)",0.0,0.0,62.0,49.0,42.0,30.0,30.0
1050,1050,canada,"adolescent fertility rate (births per 1,000 women ages 15-19)",24.3798,22.1266,16.8338,14.0642,12.3672,9.6298,7.3298
1051,1051,canada,adults (ages 15+) living with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,1052,canada,adults (ages 15-49) newly infected with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,1053,canada,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,1054,canada,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,1055,canada,current health expenditure per capita (current us$),0.0,0.0,2007.88085938,3296.50146484,5065.91503906,4637.21142578,0.0
1056,1056,canada,"death rate, crude (per 1,000 people)",7.3,7.2,7.1,7.1,7.0,7.4,8.1
1057,1057,canada,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,1058,canada,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,1059,canada,"fertility rate, total (births per woman)",1.83,1.67,1.51,1.57,1.64,1.6,1.4
1060,1060,canada,"immunization, bcg (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,1061,canada,"immunization, dpt (% of children ages 12-23 months)",88.0,87.0,89.0,93.0,89.0,91.0,92.0
1062,1062,canada,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,14.0,56.0,69.0,84.0
1063,1063,canada,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,86.0,83.0
1064,1064,canada,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,1065,canada,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,6.5,5.5,4.6,5.3,5.4
1066,1066,canada,"life expectancy at birth, total (years)",77.4219512195122,78.0292682926829,79.1365853658537,80.1926829268293,81.2463414634146,81.9,81.7487804878049
1067,1067,canada,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,5.0,3.0,8.0,6.0,6.0,0.0
1068,1068,canada,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,9.8,9.5,7.3,5.8,0.0
1069,1069,canada,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,14.4,12.7,11.1,10.3,0.0
1070,1070,canada,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,1071,canada,"mortality rate, infant (per 1,000 live births)",6.8,5.8,5.3,5.2,5.0,4.7,4.4
1072,1072,canada,people using at least basic drinking water services (% of population),0.0,0.0,99.22699196,99.23464422,99.23634886,99.22922139,99.22181066
1073,1073,canada,pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,1074,canada,prevalence of overweight (% of adults),49.1,52.3,55.6,58.6,61.2,63.7,0.0
1075,1075,canada,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,1076,canada,prevalence of undernourishment (% of population),0.0,0.0,0.0,2.5,2.5,2.5,2.5
1077,1077,canada,"probability of dying among youth ages 20-24 years (per 1,000)",4.1,3.4,3.1,2.9,2.7,2.6,2.8
1078,1078,canada,"probability of dying among children ages 5-9 years (per 1,000)",1.0,0.8,0.6,0.5,0.5,0.4,0.4
1079,1079,canada,"tuberculosis death rate (per 100,000 people)",0.0,0.0,0.46,0.4,0.27,0.35,0.21
1080,1080,cayman islands,"adolescent fertility rate (births per 1,000 women ages 15-19)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,1081,cayman islands,adults (ages 15+) living with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,1082,cayman islands,adults (ages 15-49) newly infected with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,1083,cayman islands,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,1084,cayman islands,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,1085,cayman islands,current health expenditure per capita (current us$),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,1086,cayman islands,"death rate, crude (per 1,000 people)",4.1,3.4,3.4,3.8,3.0,2.9,3.3
1087,1087,cayman islands,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,12.1,0.0,0.0,0.0,0.0
1088,1088,cayman islands,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,1089,cayman islands,"fertility rate, total (births per woman)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,1090,cayman islands,"immunization, bcg (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,1091,cayman islands,"immunization, dpt (% of children ages 12-23 months)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,1092,cayman islands,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,1093,cayman islands,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,1094,cayman islands,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,1095,cayman islands,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,14.0,1.0,8.5,13.0,3.4
1096,1096,cayman islands,"life expectancy at birth, total (years)",0.0,0.0,0.0,0.0,82.190243902439,0.0,0.0
1097,1097,cayman islands,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,1098,cayman islands,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,1099,cayman islands,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,1100,cayman islands,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,1101,cayman islands,"mortality rate, infant (per 1,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,1102,cayman islands,people using at least basic drinking water services (% of population),0.0,0.0,0.0,96.125,96.125,96.125,0.0
1103,1103,cayman islands,pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,1104,cayman islands,prevalence of overweight (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,1105,cayman islands,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,1106,cayman islands,prevalence of undernourishment (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,1107,cayman islands,"probability of dying among youth ages 20-24 years (per 1,000)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,1108,cayman islands,"probability of dying among children ages 5-9 years (per 1,000)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,1109,cayman islands,"tuberculosis death rate (per 100,000 people)",0.0,0.0,1.1,0.08,0.67,1.1,0.28
1110,1110,central african republic,"adolescent fertility rate (births per 1,000 women ages 15-19)",156.927,152.3118,149.054,145.5242,140.637,132.8304,122.7428
1111,1111,central african republic,adults (ages 15+) living with hiv,55000.0,120000.0,140000.0,130000.0,110000.0,86000.0,78000.0
1112,1112,central african republic,adults (ages 15-49) newly infected with hiv,13000.0,15000.0,10000.0,7700.0,5500.0,3600.0,2200.0
1113,1113,central african republic,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,69.0,0.0,34.1,0.0,0.0
1114,1114,central african republic,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,1115,central african republic,current health expenditure per capita (current us$),0.0,0.0,10.18517113,15.28491306,18.69205093,19.00076675,0.0
1116,1116,central african republic,"death rate, crude (per 1,000 people)",16.088,16.577,17.325,16.367,14.534,12.15,11.041
1117,1117,central african republic,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,1118,central african republic,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,47.0,0.0,37.5,0.0,0.0
1119,1119,central african republic,"fertility rate, total (births per woman)",6.045,5.972,5.915,5.849,5.937,6.035,5.985
1120,1120,central african republic,"immunization, bcg (% of one-year-old children)",96.0,94.0,66.0,74.0,74.0,64.0,61.0
1121,1121,central african republic,"immunization, dpt (% of children ages 12-23 months)",82.0,53.0,37.0,54.0,45.0,43.0,42.0
1122,1122,central african republic,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,0.0,45.0,43.0,42.0
1123,1123,central african republic,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,1124,central african republic,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,441.964267319631,444.805837984538,395.601770325057,346.442857394032,335.994470951376
1125,1125,central african republic,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,540.0,540.0,540.0,540.0,540.0
1126,1126,central african republic,"life expectancy at birth, total (years)",49.635,47.35,45.406,46.433,49.255,52.793,54.604
1127,1127,central african republic,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,1128,central african republic,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,32.3,33.4,30.5,34.0,0.0
1129,1129,central african republic,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,41.7,39.4,39.4,38.1,0.0
1130,1130,central african republic,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,1131,central african republic,"mortality rate, infant (per 1,000 live births)",115.6,113.2,109.9,106.1,99.0,87.9,77.5
1132,1132,central african republic,people using at least basic drinking water services (% of population),0.0,0.0,59.0104898,53.17255399,47.61218174,42.31134542,37.20240205
1133,1133,central african republic,pregnant women receiving prenatal care (%),0.0,66.9,62.0,0.0,68.2,0.0,0.0
1134,1134,central african republic,prevalence of overweight (% of adults),15.0,16.8,18.7,20.8,23.0,25.6,0.0
1135,1135,central african republic,prevalence of overweight (% of children under 5),0.0,0.0,10.8,0.0,1.8,0.0,0.0
1136,1136,central african republic,prevalence of undernourishment (% of population),0.0,0.0,0.0,39.6,30.3,49.9,52.2
1137,1137,central african republic,"probability of dying among youth ages 20-24 years (per 1,000)",27.4,27.9,28.4,28.5,26.8,25.1,23.6
1138,1138,central african republic,"probability of dying among children ages 5-9 years (per 1,000)",17.7,16.4,16.2,17.0,17.8,17.3,15.7
1139,1139,central african republic,"tuberculosis death rate (per 100,000 people)",0.0,0.0,81.0,103.0,90.0,84.0,96.0
1140,1140,chad,"adolescent fertility rate (births per 1,000 women ages 15-19)",218.0928,217.0974,212.41,201.5392,185.364,167.942,151.5632
1141,1141,chad,adults (ages 15+) living with hiv,30000.0,66000.0,85000.0,86000.0,90000.0,98000.0,100000.0
1142,1142,chad,adults (ages 15-49) newly infected with hiv,7000.0,8800.0,7000.0,5500.0,4500.0,3800.0,2600.0
1143,1143,chad,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,32.0,0.0,42.7,26.9,0.0
1144,1144,chad,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,1145,chad,current health expenditure per capita (current us$),0.0,0.0,10.26314449,31.99307251,36.32339096,35.10715103,0.0
1146,1146,chad,"death rate, crude (per 1,000 people)",20.737,19.195,18.088,16.827,15.421,13.693,12.486
1147,1147,chad,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,1148,chad,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,44.0,0.0,23.1,28.9,0.0
1149,1149,chad,"fertility rate, total (births per woman)",7.219,7.29,7.249,7.134,6.99,6.706,6.346
1150,1150,chad,"immunization, bcg (% of one-year-old children)",59.0,43.0,49.0,41.0,58.0,70.0,60.0
1151,1151,chad,"immunization, dpt (% of children ages 12-23 months)",20.0,18.0,36.0,25.0,39.0,42.0,52.0
1152,1152,chad,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,0.0,39.0,42.0,52.0
1153,1153,chad,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,1154,chad,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,267.051856093282,223.130498471321,233.518378500833,189.657258952936,206.278347371152
1155,1155,chad,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,151.0,151.0,147.0,144.0,141.0
1156,1156,chad,"life expectancy at birth, total (years)",44.686,46.711,47.443,48.312,49.584,51.589,52.777
1157,1157,chad,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,1389.0,0.0
1158,1158,chad,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,27.0,24.8,24.7,25.7,0.0
1159,1159,chad,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,24.6,24.4,24.7,23.6,0.0
1160,1160,chad,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,1161,chad,"mortality rate, infant (per 1,000 live births)",111.7,106.0,99.7,92.4,84.1,75.7,67.4
1162,1162,chad,people using at least basic drinking water services (% of population),0.0,0.0,39.52587081,41.14046577,42.72317538,44.39909697,46.18753479
1163,1163,chad,pregnant women receiving prenatal care (%),0.0,0.0,41.6,0.0,53.2,54.7,0.0
1164,1164,chad,prevalence of overweight (% of adults),12.6,14.3,16.1,18.1,20.2,22.6,0.0
1165,1165,chad,prevalence of overweight (% of children under 5),0.0,0.0,2.7,0.0,2.8,2.8,2.3
1166,1166,chad,prevalence of undernourishment (% of population),0.0,0.0,0.0,37.8,31.4,28.0,32.7
1167,1167,chad,"probability of dying among youth ages 20-24 years (per 1,000)",31.5,18.9,20.0,20.5,20.6,20.2,19.3
1168,1168,chad,"probability of dying among children ages 5-9 years (per 1,000)",36.5,30.9,26.4,22.5,19.0,15.9,13.1
1169,1169,chad,"tuberculosis death rate (per 100,000 people)",0.0,0.0,30.0,31.0,25.0,23.0,25.0
1170,1170,channel islands,"adolescent fertility rate (births per 1,000 women ages 15-19)",17.2128,16.2828,13.656,11.497,9.6254,7.6236,6.1878
1171,1171,channel islands,adults (ages 15+) living with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,1172,channel islands,adults (ages 15-49) newly infected with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,1173,channel islands,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,1174,channel islands,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,1175,channel islands,current health expenditure per capita (current us$),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,1176,channel islands,"death rate, crude (per 1,000 people)",9.90746865242779,9.77840753652874,8.93287269624104,8.30442482571984,8.23918487507408,8.47771132622233,8.47393243061603
1177,1177,channel islands,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,1178,channel islands,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,1179,channel islands,"fertility rate, total (births per woman)",1.509,1.54,1.487,1.542,1.633,1.521,1.447
1180,1180,channel islands,"immunization, bcg (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,1181,channel islands,"immunization, dpt (% of children ages 12-23 months)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,1182,channel islands,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,1183,channel islands,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,1184,channel islands,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,1185,channel islands,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,1186,channel islands,"life expectancy at birth, total (years)",77.185,77.749,79.155,80.344,81.12,81.433,81.264
1187,1187,channel islands,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,1188,channel islands,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,1189,channel islands,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,1190,channel islands,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,1191,channel islands,"mortality rate, infant (per 1,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,1192,channel islands,people using at least basic drinking water services (% of population),0.0,0.0,0.0,0.0,94.15,94.15,0.0
1193,1193,channel islands,pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,1194,channel islands,prevalence of overweight (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,1195,channel islands,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,1196,channel islands,prevalence of undernourishment (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0
