Country Name,Country Code,Series Name,1990,1995,2000,2005,2010,2015,2020,cod
Fiji,FJI,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,74.0,94.0,94.0,94.0,67
Fiji,FJI,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
Fiji,FJI,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,22.0,20.0,27.0,52.0,66.0,67
Fiji,FJI,"Life expectancy at birth, total (years)",65.508,66.286,66.31,66.632,67.328,66.844,67.924,67
Fiji,FJI,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,47.0,29.0,0.0,0.0,67
Fiji,FJI,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,9.7,13.0,9.8,10.7,0.0,67
Fiji,FJI,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,43.1,40.3,39.6,38.5,0.0,67
Fiji,FJI,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
Fiji,FJI,"Mortality rate, infant (per 1,000 live births)",24.2,20.7,19.1,19.7,20.0,20.6,23.0,67
Fiji,FJI,People using at least basic drinking water services (% of population),0.0,0.0,94.31530782,94.3289893,94.27917122,94.26255867,94.30106524,67
Fiji,FJI,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
Fiji,FJI,Prevalence of overweight (% of adults),45.3,49.4,53.4,56.8,60.1,63.2,0.0,67
Fiji,FJI,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
Fiji,FJI,Prevalence of undernourishment (% of population),0.0,0.0,0.0,3.7,5.6,6.5,5.7,67
Fiji,FJI,"Probability of dying among youth ages 20-24 years (per 1,000)",9.8,8.9,8.1,7.4,6.7,6.4,6.1,67
Fiji,FJI,"Probability of dying among children ages 5-9 years (per 1,000)",6.1,5.2,4.1,3.2,2.6,2.4,2.3,67
Fiji,FJI,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,1.9,3.3,2.9,3.9,4.4,67
Finland,FIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",11.918,10.2304,10.1402,9.775,8.1462,6.457,5.3504,68
Finland,FIN,Adults (ages 15+) living with HIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,Adults (ages 15-49) newly infected with HIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,Current health expenditure per capita (current US$),0.0,0.0,1722.8326416,3228.95214844,4249.60205078,4127.14990234,0.0,68
Finland,FIN,"Death rate, crude (per 1,000 people)",10.0,9.6,9.5,9.1,9.5,9.6,10.0,68
Finland,FIN,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,"Fertility rate, total (births per woman)",1.78,1.81,1.73,1.8,1.87,1.65,1.37,68
Finland,FIN,"Immunization, BCG (% of one-year-old children)",91.0,99.0,99.0,98.0,0.0,0.0,0.0,68
Finland,FIN,"Immunization, DPT (% of children ages 12-23 months)",90.0,99.0,99.0,97.0,99.0,97.0,90.0,68
Finland,FIN,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,93.0,68
Finland,FIN,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,12.0,7.4,6.6,5.6,3.6,68
Finland,FIN,"Life expectancy at birth, total (years)",74.8131707317073,76.409512195122,77.4658536585366,78.8170731707317,79.8707317073171,81.4804878048781,82.1317073170732,68
Finland,FIN,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,2.0,5.0,5.0,5.0,4.0,0.0,68
Finland,FIN,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,8.1,7.4,5.2,5.1,0.0,68
Finland,FIN,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,14.7,13.0,12.0,10.6,0.0,68
Finland,FIN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",5.5,4.3,3.5,3.1,2.5,2.0,1.9,68
Finland,FIN,People using at least basic drinking water services (% of population),0.0,0.0,99.99999765,99.99999884,100.0,99.99999666,100.0000033,68
Finland,FIN,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,Prevalence of overweight (% of adults),46.1,49.3,51.9,54.0,55.9,57.6,0.0,68
Finland,FIN,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
Finland,FIN,Prevalence of undernourishment (% of population),0.0,0.0,0.0,2.5,2.5,2.5,2.5,68
Finland,FIN,"Probability of dying among youth ages 20-24 years (per 1,000)",4.8,3.6,3.7,3.5,3.2,2.5,3.1,68
Finland,FIN,"Probability of dying among children ages 5-9 years (per 1,000)",1.0,0.8,0.7,0.6,0.5,0.4,0.3,68
Finland,FIN,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,2.5,1.5,0.9,0.61,0.54,68
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",8.7576,7.5466,7.6438,7.5196,6.888,5.4954,4.7546,69
France,FRA,Adults (ages 15+) living with HIV,41000.0,57000.0,78000.0,110000.0,140000.0,160000.0,190000.0,69
France,FRA,Adults (ages 15-49) newly infected with HIV,5200.0,6100.0,5700.0,6100.0,5800.0,5300.0,5000.0,69
France,FRA,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
France,FRA,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
France,FRA,Current health expenditure per capita (current US$),0.0,0.0,2161.85302734,3575.02514648,4592.38330078,4201.55566406,0.0,69
France,FRA,"Death rate, crude (per 1,000 people)",9.3,9.1,8.9,8.5,8.5,8.9,9.9,69
France,FRA,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
France,FRA,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
France,FRA,"Fertility rate, total (births per woman)",1.77,1.74,1.89,1.94,2.03,1.96,1.83,69
France,FRA,"Immunization, BCG (% of one-year-old children)",74.0,83.0,83.0,81.0,0.0,0.0,0.0,69
France,FRA,"Immunization, DPT (% of children ages 12-23 months)",94.0,96.0,97.0,98.0,99.0,97.0,96.0,69
France,FRA,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,26.0,35.0,64.0,88.0,91.0,69
France,FRA,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,61.0,79.0,86.0,69
France,FRA,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
France,FRA,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,13.0,10.0,9.3,8.5,8.3,69
France,FRA,"Life expectancy at birth, total (years)",76.6,77.7512195121951,79.0560975609756,80.1634146341463,81.6634146341463,82.3219512195122,82.1756097560976,69
France,FRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",11.0,10.0,0.0,9.0,9.0,4.0,0.0,69
France,FRA,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,13.4,9.0,6.5,5.5,0.0,69
France,FRA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,14.1,12.7,11.8,11.0,0.0,69
France,FRA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
France,FRA,"Mortality rate, infant (per 1,000 live births)",7.5,5.3,4.1,3.3,3.1,3.2,3.4,69
France,FRA,People using at least basic drinking water services (% of population),0.0,0.0,99.89732981,99.93825616,99.97524196,100.0,99.9999985,69
France,FRA,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
France,FRA,Prevalence of overweight (% of adults),47.1,49.6,52.1,54.5,56.8,59.0,0.0,69
France,FRA,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
France,FRA,Prevalence of undernourishment (% of population),0.0,0.0,0.0,2.5,2.5,2.5,2.5,69
France,FRA,"Probability of dying among youth ages 20-24 years (per 1,000)",4.9,4.2,3.6,2.9,2.4,2.0,1.9,69
France,FRA,"Probability of dying among children ages 5-9 years (per 1,000)",1.0,0.8,0.7,0.5,0.4,0.4,0.4,69
France,FRA,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,2.0,1.5,1.0,0.74,0.68,69
French polynesia,PYF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",63.0312,52.2714,47.4068,43.3772,41.2882,39.6764,38.085,70
French polynesia,PYF,Adults (ages 15+) living with HIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,Adults (ages 15-49) newly infected with HIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,Current health expenditure per capita (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Death rate, crude (per 1,000 people)",3.275,2.822,2.284,2.696,2.84,3.037,3.859,70
French polynesia,PYF,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Fertility rate, total (births per woman)",3.437,2.78,2.596,2.188,2.162,1.905,1.705,70
French polynesia,PYF,"Immunization, BCG (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Immunization, DPT (% of children ages 12-23 months)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,28.0,27.0,17.0,18.0,24.0,70
French polynesia,PYF,"Life expectancy at birth, total (years)",73.983,76.008,79.536,79.736,81.039,82.354,82.217,70
French polynesia,PYF,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,People using at least basic drinking water services (% of population),0.0,0.0,100.0,100.0,100.0,100.0,100.0,70
French polynesia,PYF,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,Prevalence of overweight (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,Prevalence of undernourishment (% of population),0.0,0.0,0.0,3.8,3.5,3.6,4.0,70
French polynesia,PYF,"Probability of dying among youth ages 20-24 years (per 1,000)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Probability of dying among children ages 5-9 years (per 1,000)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
French polynesia,PYF,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,2.4,2.3,1.5,1.6,2.0,70
Gabon,GAB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",184.2212,162.1248,138.5048,121.9494,110.4104,100.2026,88.2392,71
Gabon,GAB,Adults (ages 15+) living with HIV,5800.0,20000.0,35000.0,39000.0,43000.0,46000.0,45000.0,71
Gabon,GAB,Adults (ages 15-49) newly infected with HIV,1500.0,3800.0,3200.0,2200.0,2000.0,1300.0,1100.0,71
Gabon,GAB,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
Gabon,GAB,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
Gabon,GAB,Current health expenditure per capita (current US$),0.0,0.0,127.96137238,199.66485596,219.07191467,196.24397278,0.0,71
Gabon,GAB,"Death rate, crude (per 1,000 people)",11.437,10.62,10.002,9.299,8.284,7.418,6.909,71
Gabon,GAB,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
Gabon,GAB,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,43.7,0.0,0.0,0.0,0.0,71
Gabon,GAB,"Fertility rate, total (births per woman)",5.459,4.884,4.469,4.21,4.153,3.889,3.548,71
Gabon,GAB,"Immunization, BCG (% of one-year-old children)",96.0,90.0,89.0,92.0,94.0,98.0,85.0,71
Gabon,GAB,"Immunization, DPT (% of children ages 12-23 months)",78.0,70.0,45.0,45.0,67.0,80.0,63.0,71
Gabon,GAB,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,0.0,28.0,67.0,80.0,63.0,71
Gabon,GAB,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
Gabon,GAB,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,324.140581051631,142.30771996692,172.401988491182,253.925419342914,215.463434885125,71
Gabon,GAB,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,515.0,592.0,559.0,537.0,517.0,71
Gabon,GAB,"Life expectancy at birth, total (years)",60.311,60.704,61.069,61.959,63.898,65.46,66.531,71
Gabon,GAB,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,509.0,0.0,0.0,0.0,0.0,71
Gabon,GAB,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,21.2,22.4,24.3,22.9,0.0,71
Gabon,GAB,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,30.0,26.7,25.8,24.1,0.0,71
Gabon,GAB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",60.2,57.0,53.3,47.7,41.6,36.1,30.7,71
Gabon,GAB,People using at least basic drinking water services (% of population),0.0,0.0,80.86852914,82.09230292,82.99105522,83.85848655,85.3419306,71
Gabon,GAB,Pregnant women receiving prenatal care (%),0.0,0.0,91.6,0.0,0.0,0.0,0.0,71
Gabon,GAB,Prevalence of overweight (% of adults),23.4,27.0,30.5,33.8,36.8,39.6,0.0,71
Gabon,GAB,Prevalence of overweight (% of children under 5),0.0,0.0,5.5,0.0,0.0,0.0,0.0,71
Gabon,GAB,Prevalence of undernourishment (% of population),0.0,0.0,0.0,14.3,14.7,13.9,17.2,71
Gabon,GAB,"Probability of dying among youth ages 20-24 years (per 1,000)",14.2,14.5,13.4,11.8,9.5,8.6,8.1,71
Gabon,GAB,"Probability of dying among children ages 5-9 years (per 1,000)",10.4,9.8,9.2,8.3,7.3,6.3,5.3,71
Gabon,GAB,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,75.0,105.0,79.0,67.0,96.0,71
"Gambia, the",GMB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",163.212,140.7438,123.7992,109.1476,95.9158,83.2682,70.7474,72
"Gambia, the",GMB,Adults (ages 15+) living with HIV,590.0,3500.0,9800.0,15000.0,18000.0,22000.0,24000.0,72
"Gambia, the",GMB,Adults (ages 15-49) newly infected with HIV,200.0,1000.0,1700.0,1600.0,1700.0,1600.0,1500.0,72
"Gambia, the",GMB,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,55.0,0.0,30.2,0.0,3.5,72
"Gambia, the",GMB,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
"Gambia, the",GMB,Current health expenditure per capita (current US$),0.0,0.0,50.86863708,38.13536453,43.80532837,20.98540878,0.0,72
"Gambia, the",GMB,"Death rate, crude (per 1,000 people)",16.102,13.163,11.841,10.56,8.941,7.74,7.373,72
"Gambia, the",GMB,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
"Gambia, the",GMB,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,38.0,0.0,66.6,0.0,47.0,72
"Gambia, the",GMB,"Fertility rate, total (births per woman)",6.218,6.008,5.801,5.719,5.669,5.314,4.777,72
"Gambia, the",GMB,"Immunization, BCG (% of one-year-old children)",98.0,99.0,99.0,99.0,92.0,98.0,85.0,72
"Gambia, the",GMB,"Immunization, DPT (% of children ages 12-23 months)",92.0,96.0,80.0,95.0,97.0,97.0,85.0,72
"Gambia, the",GMB,"Immunization, HepB3 (% of one-year-old children)",0.0,87.0,91.0,95.0,97.0,97.0,86.0,72
"Gambia, the",GMB,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,81.0,64.0,72
"Gambia, the",GMB,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,373.170687284285,319.603950134251,275.087148721363,215.967994016856,87.267820433457,72
"Gambia, the",GMB,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,187.0,190.0,179.0,173.0,153.0,72
"Gambia, the",GMB,"Life expectancy at birth, total (years)",51.319,55.464,56.942,58.394,60.717,62.494,62.612,72
"Gambia, the",GMB,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
"Gambia, the",GMB,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,25.7,26.2,26.5,27.8,0.0,72
"Gambia, the",GMB,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,22.2,22.9,22.2,21.9,0.0,72
"Gambia, the",GMB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
"Gambia, the",GMB,"Mortality rate, infant (per 1,000 live births)",81.2,71.0,61.6,53.1,45.8,39.7,34.7,72
"Gambia, the",GMB,People using at least basic drinking water services (% of population),0.0,0.0,73.80407731,75.67240477,77.44704825,79.2101665,80.94040714,72
"Gambia, the",GMB,Pregnant women receiving prenatal care (%),0.0,0.0,90.7,0.0,98.1,0.0,97.8,72
"Gambia, the",GMB,Prevalence of overweight (% of adults),15.1,17.9,21.0,24.3,27.7,31.2,0.0,72
"Gambia, the",GMB,Prevalence of overweight (% of children under 5),0.0,0.0,3.0,0.0,1.9,0.0,2.1,72
"Gambia, the",GMB,Prevalence of undernourishment (% of population),0.0,0.0,0.0,21.7,10.4,11.0,21.6,72
"Gambia, the",GMB,"Probability of dying among youth ages 20-24 years (per 1,000)",21.4,19.2,17.1,15.1,13.3,11.8,10.6,72
"Gambia, the",GMB,"Probability of dying among children ages 5-9 years (per 1,000)",21.3,17.4,13.9,10.9,8.6,6.8,5.5,72
"Gambia, the",GMB,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,26.0,22.0,24.0,21.0,24.0,72
Georgia,GEO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",62.8746,63.8948,53.2282,49.794,51.2912,48.504,42.7384,73
Georgia,GEO,Adults (ages 15+) living with HIV,100.0,100.0,200.0,1000.0,2900.0,5300.0,7600.0,73
Georgia,GEO,Adults (ages 15-49) newly infected with HIV,100.0,100.0,100.0,500.0,500.0,1000.0,1000.0,73
Georgia,GEO,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
Georgia,GEO,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
Georgia,GEO,Current health expenditure per capita (current US$),0.0,0.0,51.85281754,126.44508362,271.0166626,275.84082031,0.0,73
Georgia,GEO,"Death rate, crude (per 1,000 people)",10.499,10.569,11.188,11.445,12.347,12.531,13.976,73
Georgia,GEO,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
Georgia,GEO,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,37.0,0.0,0.0,0.0,73
Georgia,GEO,"Fertility rate, total (births per woman)",2.306,1.853,1.601,1.61,1.919,2.204,1.971,73
Georgia,GEO,"Immunization, BCG (% of one-year-old children)",0.0,70.0,95.0,95.0,96.0,96.0,96.0,73
Georgia,GEO,"Immunization, DPT (% of children ages 12-23 months)",0.0,79.0,80.0,82.0,92.0,94.0,88.0,73
Georgia,GEO,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,55.0,79.0,95.0,94.0,88.0,73
Georgia,GEO,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,87.0,84.0,91.0,77.0,73
Georgia,GEO,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,5.61656083079251,3.68162276430489,0.0,0.0,0.0,73
Georgia,GEO,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,254.0,175.0,127.0,99.0,69.0,73
Georgia,GEO,"Life expectancy at birth, total (years)",68.389,68.851,69.575,71.13,72.128,73.297,72.765,73
Georgia,GEO,"Maternal mortality ratio (national estimate, per 100,000 live births)",20.0,24.0,7.0,17.0,0.0,0.0,0.0,73
Georgia,GEO,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,11.8,14.2,17.2,15.8,0.0,73
Georgia,GEO,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,30.0,26.6,27.1,25.5,0.0,73
Georgia,GEO,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",41.0,38.8,31.9,21.0,12.7,9.4,8.2,73
Georgia,GEO,People using at least basic drinking water services (% of population),0.0,0.0,93.82192982,94.45669283,95.10987098,95.75472951,97.3481397,73
Georgia,GEO,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,96.3,97.6,0.0,0.0,73
Georgia,GEO,Prevalence of overweight (% of adults),39.6,42.1,44.4,47.0,50.1,53.5,0.0,73
Georgia,GEO,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,20.8,0.0,0.0,0.0,73
Georgia,GEO,Prevalence of undernourishment (% of population),0.0,0.0,0.0,4.1,6.7,8.1,7.6,73
Georgia,GEO,"Probability of dying among youth ages 20-24 years (per 1,000)",5.8,5.8,4.2,3.4,4.2,4.2,3.6,73
Georgia,GEO,"Probability of dying among children ages 5-9 years (per 1,000)",1.9,1.4,1.2,1.2,1.3,1.2,0.9,73
Georgia,GEO,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,7.8,5.3,5.5,4.0,3.7,73
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",16.33,14.2316,12.6676,10.8106,8.7462,8.0822,7.3804,74
Germany,DEU,Adults (ages 15+) living with HIV,0.0,0.0,0.0,0.0,64000.0,78000.0,91000.0,74
Germany,DEU,Adults (ages 15-49) newly infected with HIV,0.0,0.0,0.0,0.0,2500.0,2600.0,2100.0,74
Germany,DEU,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
Germany,DEU,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
Germany,DEU,Current health expenditure per capita (current US$),0.0,0.0,2344.35473633,3558.21337891,4611.27587891,4624.55664063,0.0,74
Germany,DEU,"Death rate, crude (per 1,000 people)",11.6,10.8,10.2,10.1,10.5,11.3,11.9,74
Germany,DEU,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
Germany,DEU,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
Germany,DEU,"Fertility rate, total (births per woman)",1.45,1.25,1.38,1.34,1.39,1.5,1.53,74
Germany,DEU,"Immunization, BCG (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
Germany,DEU,"Immunization, DPT (% of children ages 12-23 months)",80.0,78.0,90.0,96.0,96.0,93.0,91.0,74
Germany,DEU,"Immunization, HepB3 (% of one-year-old children)",0.0,45.0,84.0,90.0,88.0,87.0,88.0,74
Germany,DEU,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,91.0,93.0,93.0,93.0,74
Germany,DEU,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,12.0,7.7,5.5,7.6,5.3,74
Germany,DEU,"Life expectancy at birth, total (years)",75.0856341463415,76.4219512195122,77.9268292682927,78.9317073170732,79.9878048780488,80.6414634146341,80.9414634146342,74
Germany,DEU,"Maternal mortality ratio (national estimate, per 100,000 live births)",10.0,5.0,6.0,4.0,5.0,3.0,0.0,74
Germany,DEU,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,9.6,6.9,4.8,4.4,0.0,74
Germany,DEU,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,16.1,14.1,13.0,12.6,0.0,74
Germany,DEU,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",7.0,5.3,4.4,3.9,3.5,3.3,3.1,74
Germany,DEU,People using at least basic drinking water services (% of population),0.0,0.0,100.0,100.0,100.0,100.0000024,100.0000023,74
Germany,DEU,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
Germany,DEU,Prevalence of overweight (% of adults),46.0,48.6,50.8,52.7,54.6,56.4,0.0,74
