Country Name,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Eastern Asia (including Japan),GEJ,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1990,YR1990,..,77.1507027799154,88.9417495727539,98.5539474487305,3.47120095585287,4987,78.5478028035911,53345.42,24.1985491334263,6349,220448.83644
Ecuador,ECU,1991,YR1991,..,77.8602732963185,89.4261016845703,98.6214218139648,3.49831301905405,5075,72.7702896472613,55010.22,24.1630989013858,6974,227662.106688
Ecuador,ECU,1992,YR1992,..,78.6343665074868,89.9099426269531,98.6883926391602,3.46861553843461,4974,69.1217342968316,47025.86,20.8003587053017,7196,226081.9665
Ecuador,ECU,1993,YR1993,..,79.4211988413751,90.3907241821289,98.7541656494141,3.1713121092189,5810,78.396977465929,48131.78,21.618483283357,7411,222641.798544
Ecuador,ECU,1994,YR1994,..,80.2138592974062,90.8653869628906,98.8178482055664,3.25524323498173,6565,80.6114931237721,49168.25,20.8531682066213,8144,235783.117044
Ecuador,ECU,1995,YR1995,..,74.884987,89.830167,97.908304,3.72803551602077,5161,61.2290900462688,47845.79,20.3541287176924,8429,235066.755564
Ecuador,ECU,1996,YR1996,..,81.7961881041011,91.7841186523438,98.9349060058594,3.8597567074471,6344,67.9229122055675,52010.63,19.2914602584483,9340,269604.422388
Ecuador,ECU,1997,YR1997,..,82.574369532335,92.2220764160156,98.9862213134765,3.84077645713998,6534,63.0573248407643,45522.87,16.5427927492045,10362,275182.496028
Ecuador,ECU,1998,YR1998,..,81.980263,92.726642,99.626074,3.82161485029804,6506,59.742883379247,49880.18,18.1907489665558,10890,274206.30174
Ecuador,ECU,1999,YR1999,..,82.360124,93.071434,99.289697,3.60962873117106,7177,69.6255335661622,49533.98,21.0557797500684,10308,235251.225972
Ecuador,ECU,2000,YR2000,87.18,84.7767455508172,93.4150924682617,99.1026000976563,3.95622310594248,7609,71.7018469656992,51686.65,20.0330297926724,10612,258007.15386
Ecuador,ECU,2001,YR2001,87.89,85.4613919951484,93.7719116210938,99.1302337646484,4.03615980208385,7071,63.9909502262444,48454.94,18.4328347524071,11050,262872.969084
Ecuador,ECU,2002,YR2002,88.85,86.1957024825838,94.1163940429688,99.1553726196289,3.78383580181125,7525,63.2991251682369,48962.04,18.0582396162515,11888,271134.069768
Ecuador,ECU,2003,YR2003,89.75,85.869806,94.973044,99.291127,3.73831980675504,7181,62.1946994630175,49175.54,17.970484891416,11546,273646.149768
Ecuador,ECU,2004,YR2004,90.29,87.7333763992815,94.7925567626953,99.2091064453125,3.33635100979128,7412,57.5734037595153,48374.2,15.9719719623758,12874,302869.302012
Ecuador,ECU,2005,YR2005,90.83,87.718723,95.83265,99.668752,3.30664333861119,6986,55.1163708086785,37683.69,12.1631154197742,12675,309819.390012
Ecuador,ECU,2006,YR2006,91.62,89.435963,96.315259,99.525886,3.18126849694901,7276,51.6944937833037,41762.3,12.9714915199809,14075,321954.494868
Ecuador,ECU,2007,YR2007,92.1,90.696294,96.812618,99.633543,3.52190732067392,9257,56.5416564866846,42053.24,12.8081341331183,16372,328332.289176
Ecuador,ECU,2008,YR2008,92.57,92.140953,97.206576,99.586687,3.05058821056231,11505,61.1415209650848,53205.13,15.0890011225862,18817,352608.695352
Ecuador,ECU,2009,YR2009,93.09,91.159456,96.470862,98.984382,3.61321842531902,9442,50.8481878399483,49552.09,13.2995050892621,18569,372585.969684
Ecuador,ECU,2010,YR2010,93.57,92.659412,97.462142,99.715049,3.52795752763797,8875,45.4918242862269,47933.12,12.1066394041354,19509,395924.239584
Ecuador,ECU,2011,YR2011,93.99,91.161191,96.872699,99.783081,3.46338335725025,11414,55.558800623053,57126.74,13.3457155677197,20544,428053.031028
Ecuador,ECU,2012,YR2012,94.39,92.33289,97.194929,99.628858,3.23658058725027,12536,54.8693482732963,58534.81,13.1000979343789,22847,446827.270248
Ecuador,ECU,2013,YR2013,94.73,94.733695,98.034674,99.547373,3.33529767433781,11396,48.9918748119169,58888.53,12.6757331242219,23261,464576.915772
Ecuador,ECU,2014,YR2014,95.02,97.054058,98.976067,99.83164,3.41790756339416,11953,49.17513473485,61320.65,12.2181395203009,24307,501882.057396
Ecuador,ECU,2015,YR2015,95.24,96.398108,98.825883,99.869408,3.62322732622132,13639,52.8029423151374,68348.95,13.8166859421647,25830,494684.110836
Ecuador,ECU,2016,YR2016,95.58,99.8245984776873,99.9368133544922,100,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,1990,YR1990,..,90.2454452822051,93.9564666748047,98.7808456420898,3.98089540956278,9932,23.5043544112079,74901.56,8.50246617963276,42256,880939.228896
"Egypt, Arab Rep.",EGY,1991,YR1991,..,90.8549878246684,94.3186492919922,98.8459014892578,3.94061207581635,9900,22.3496478237313,77488.67,9.05203473343903,44296,856035.933156
"Egypt, Arab Rep.",EGY,1992,YR1992,..,87.9,93.4,98.4,3.87197030647725,9700,21.2356057620736,77426.89,8.71505834230031,45678,888426.525204
"Egypt, Arab Rep.",EGY,1993,YR1993,..,92.0609677175662,95.0389404296875,98.9737854003906,3.90186659790351,10485,21.9369821742405,81250.38,8.83928269097144,47796,919196.532576
"Egypt, Arab Rep.",EGY,1994,YR1994,..,92.6488160872261,95.3914413452148,99.0350341796875,3.61031132076973,10971,22.2517442803829,86092.79,9.82896842016561,49304,875908.70496
"Egypt, Arab Rep.",EGY,1995,YR1995,..,91.9,95.5,99,3.66903321021947,11413,21.9480769230769,85063.05,9.00303478997945,52000,944826.405588
"Egypt, Arab Rep.",EGY,1996,YR1996,..,93.7713890267509,96.0658493041992,99.1472244262695,3.70922123545861,11555,20.955749002539,87927.71,8.67807588105338,55140,1013216.653152
"Egypt, Arab Rep.",EGY,1997,YR1997,..,94.2878801251158,96.3816375732422,99.1961212158203,3.66201640069371,11987,20.5158485657561,90694.01,8.34474039980954,58428,1086840.400716
"Egypt, Arab Rep.",EGY,1998,YR1998,..,94.7711309468882,96.679069519043,99.2389526367188,3.77164630474912,12222,19.4104754947114,92229.84,8.24850218282009,62966,1118140.456968
"Egypt, Arab Rep.",EGY,1999,YR1999,..,95.2226177887414,96.9550933837891,99.2751922607422,3.63399638445652,14683,21.4366012117673,100603.2,8.55974210179817,68495,1175306.438016
"Egypt, Arab Rep.",EGY,2000,YR2000,83.28,95.9,97.7,99.5,3.29080304639663,13834,17.7034411271643,95898.99,8.10174849736039,78143,1183682.633832
"Egypt, Arab Rep.",EGY,2001,YR2001,85.24,96.0279627308367,97.4428253173828,99.3303985595703,3.56946868761039,15351,18.4325544535434,101609.2,7.70670477643565,83282,1318451.957712
"Egypt, Arab Rep.",EGY,2002,YR2002,87.71,96.3975030803446,97.6651306152344,99.3531036376953,3.59683614171353,13063,14.6462607915686,95841.02,7.25960026578211,89190,1320196.932216
"Egypt, Arab Rep.",EGY,2003,YR2003,88.85,97.8,98.8,99.7,3.61839296909718,13387,14.0644863053276,98157.62,7.38698869701703,95183,1328790.716028
"Egypt, Arab Rep.",EGY,2004,YR2004,90.28,98.904388428,98.1013488769531,99.804283142,3.75747882802877,13167,12.9981539798024,98728.38,7.54385832057893,101299,1308725.267688
"Egypt, Arab Rep.",EGY,2005,YR2005,91.98,99.1,99.4,99.8,4.19067621059497,13196,12.1409513294691,100239.7,6.49186711431559,108690,1544081.205528
"Egypt, Arab Rep.",EGY,2006,YR2006,93.14,98.711603526482,99.04,99.4740219116211,4.14438007053593,13541,11.7332570814595,102639.8,6.23397949405479,115407,1646457.132204
"Egypt, Arab Rep.",EGY,2007,YR2007,94,98.2857452138484,98.8195953369141,99.5250091552735,4.14541380253581,16341,13.0593227788922,112239.2,6.09294918253289,125129,1842116.135184
"Egypt, Arab Rep.",EGY,2008,YR2008,94.6,99.3,99.8,99.9,4.01876297704385,15595,11.9009462759463,111083.5,5.96992785933611,131040,1860717.627036
"Egypt, Arab Rep.",EGY,2009,YR2009,95.34,99.1655996081802,99.3794631958008,99.6625061035156,3.92791780698081,13996,10.0690647482014,107495.1,5.76287861312245,139000,1865302.173036
"Egypt, Arab Rep.",EGY,2010,YR2010,95.99,99.486091614,99.6496963500977,99.674110413,3.66470829263456,14750,10.0479577100193,110947.9,5.7241019528271,146796,1938258.628416
"Egypt, Arab Rep.",EGY,2011,YR2011,96.27,99.8669452331109,99.8531723022461,99.8349151611328,3.77736476114315,14681,9.32683633406604,113437.7,5.58463890039262,157406,2031245.028072
"Egypt, Arab Rep.",EGY,2012,YR2012,96.48,99.84715271,99.7,99.532821655,3.79971890055693,14618,8.87941297956605,113406.3,5.55417121806337,164364,2041822.18278
"Egypt, Arab Rep.",EGY,2013,YR2013,96.85,100,99.9950942993164,99.9663238525391,3.56725879529674,14926,8.88188039274026,116046.8,5.7078980939596,168050,2033091.65808
"Egypt, Arab Rep.",EGY,2014,YR2014,97.11,99.8,99.8,99.9,3.71434452337684,15513,8.87090779127949,118541.1,5.86604491436771,171747,2020801.09734
"Egypt, Arab Rep.",EGY,2015,YR2015,97.31,100,100,99.9990463256836,3.51107011031528,15030,8.25928551410343,119103.6,5.70937726460422,181977,2086104.91968
"Egypt, Arab Rep.",EGY,2016,YR2016,97.62,100,100,100,..,..,..,..,..,..,..
El Salvador,SLV,1990,YR1990,..,51.5008437681872,72.4634628295898,94.0792388916016,4.34213774915141,2067,93.1920649233544,55594.89,67.1370358121372,2218,82808.079516
El Salvador,SLV,1991,YR1991,..,43.530006,69.60788,93.618226,4.60930499102914,1693,73.704832390074,56809.11,64.7259140520533,2297,87768.72576
El Salvador,SLV,1992,YR1992,..,54.5459848408693,74.5978393554687,94.4303359985352,4.47388430793945,1807,75.8606213266163,59125.92,61.6887652505387,2382,95845.523508
El Salvador,SLV,1993,YR1993,..,55.6416913871093,75.6617050170899,94.6047744750976,4.38615553153607,1898,68.199784405318,58740.55,59.3420797358917,2783,98986.335264
El Salvador,SLV,1994,YR1994,..,56.6187698170949,76.7194595336914,94.7771453857422,4.38043605849347,1855,58.9450270098506,58516.64,57.1983367700388,3147,102304.792944
El Salvador,SLV,1995,YR1995,..,51.427518,76.995504,94.981486,4.37778939610134,1914,57.8247734138973,59081.75,54.7469792439305,3310,107917.826364
El Salvador,SLV,1996,YR1996,..,53.220704,77.883,95.233394,4.1137146645097,2314,68.50207223209,60741.7,56.9374449300046,3378,106681.464324
El Salvador,SLV,1997,YR1997,..,59.7386544410756,79.8254241943359,95.2715911865234,4.36719112083011,1915,53.4021193530396,60465.74,53.0623627625105,3586,113952.219336
El Salvador,SLV,1998,YR1998,..,58.631869,81.637983,95.731315,4.33008825445853,2017,53.4304635761589,61424.44,51.5865789810863,3775,119070.582336
El Salvador,SLV,1999,YR1999,..,56.227835,79.129592,93.057406,4.34328184233125,2365,64.1965255157438,63407.7,51.0075738711141,3684,124310.362536
El Salvador,SLV,2000,YR2000,56.51,65.170985,84.519249,96.097903,4.44815934654766,1961,58.0692922712467,63361.25,50.8640632558114,3377,124569.776664
El Salvador,SLV,2001,YR2001,59.04,70.068712,87.063829,97.114157,4.57551468715751,2130,54.1846858305775,63329.36,50.192570549845,3931,126172.77678
El Salvador,SLV,2002,YR2002,61.49,71.064874,87.54906,97.2748,4.55823881459261,2132,51.3858761147264,64180.31,50.742352130431,4149,126482.725584
El Salvador,SLV,2003,YR2003,63.83,71.224688,86.961151,96.49703,4.65134341865737,2533,57.2558770343581,61758,47.9791102684823,4424,128718.518652
El Salvador,SLV,2004,YR2004,66.11,71.896139,87.357045,96.477373,4.52965852444522,2460,54.6423811639271,61974.02,47.3896280909781,4502,130775.493492
El Salvador,SLV,2005,YR2005,68.09,72.174217,87.525839,96.455867,4.49984006343953,2809,58.2417582417582,64780.82,47.1916390681631,4823,137271.816108
El Salvador,SLV,2006,YR2006,70.27,75.653518,89.201467,97.195509,4.54802605960558,3245,57.3828470380194,66343,47.6504965999941,5655,139228.349616
El Salvador,SLV,2007,YR2007,72.29,79.511198,91.109558,97.084368,4.14344143531457,3266,56.2037515057649,38875.01,33.2658589822512,5811,116861.584788
El Salvador,SLV,2008,YR2008,74.16,79.393669,91.000227,96.485463,4.10875368769771,3731,62.5167560321716,40741.79,36.9330365438178,5968,110312.592228
El Salvador,SLV,2009,YR2009,75.76,80.329462,91.08402,96.567595,3.97282520210981,3261,56.3017955801105,28895.14,29.2966895986751,5792,98629.368696
El Salvador,SLV,2010,YR2010,77.68,81.498281,91.580238,96.871589,3.95419805321166,3892,65.0401069518717,30751.33,30.7661429096025,5984,99951.853212
El Salvador,SLV,2011,YR2011,79.15,83.820242,92.574686,97.229737,3.90581407989428,3828,62.9294755877034,30800.07,30.3093878741344,6083,101618.911368
El Salvador,SLV,2012,YR2012,80.64,85.670994,93.680571,97.84601,3.77472510679726,3757,60.2372935706269,26558.94,27.2556744052314,6237,97443.708804
El Salvador,SLV,2013,YR2013,82.34,89.999795,95.043105,97.761193,3.49897144221351,3791,60.4432397959184,25981.64,28.1612531035734,6272,92260.241064
El Salvador,SLV,2014,YR2014,83.52,90.262428,95.125416,97.788212,3.51645445558811,3715,59.6978949059939,26979.4,28.265443146539,6223,95450.122116
El Salvador,SLV,2015,YR2015,84.71,90.6,95.4,98,3.64926895258607,3463,57.8226749039906,25172.23,24.400769994085,5989,103161.621564
El Salvador,SLV,2016,YR2016,86,98.7540836323244,98.618896484375,98.5528793334961,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,1990,YR1990,..,36.5433897640438,58.5914421081543,100,12.6645010303841,2,6.87285223367698,3929.525,84.7108596065751,29.1,4638.75
Equatorial Guinea,GNQ,1991,YR1991,..,36.3985008549924,59.0105171203613,99.6525421142578,15.5049141923224,3,10.5263157894737,3924.204,83.9596783424602,28.5,4673.915
Equatorial Guinea,GNQ,1992,YR1992,..,36.2453917051014,59.4290771484375,99.3026885986328,11.8898063319624,4,14.0350877192982,3918.733,84.0068127542992,28.5,4664.78
Equatorial Guinea,GNQ,1993,YR1993,..,36.087782278096,59.8445816040039,98.9497375488281,9.35799293895021,5,15.625,3942.445,84.4589284210078,32,4667.8842293
Equatorial Guinea,GNQ,1994,YR1994,..,35.9152899653957,60.2539672851562,98.5938720703125,6.68864858835477,6,18.1818181818182,3936.91,83.6895643804298,33,4704.1826889
Equatorial Guinea,GNQ,1995,YR1995,..,36.7943553237799,60.6541748046875,98.2347717285156,7.33125218868567,7,20.5882352941176,3931.375,82.4828663067454,34,4766.2928994
Equatorial Guinea,GNQ,1996,YR1996,..,37.6617231883113,61.0421485900879,97.8754196166992,4.30499941883963,7,22.5806451612903,3948.832,76.748225528765,31,5145.1769377
Equatorial Guinea,GNQ,1997,YR1997,..,38.5101612817569,61.4148216247559,97.5078277587891,2.38769635291965,7,25.9259259259259,3963.953,66.0291299283132,27,6003.3397446
Equatorial Guinea,GNQ,1998,YR1998,..,39.3322852660619,61.7691459655762,97.1340408325195,1.50169763335302,7,20.5882352941176,3945.326,68.0176239414465,34,5800.4466657
Equatorial Guinea,GNQ,1999,YR1999,..,40.1235699147102,62.10205078125,96.753044128418,1.79635319060969,7,17.5,3935.895,61.8190191954126,40,6366.8027271
Equatorial Guinea,GNQ,2000,YR2000,22.97,40.8811893928342,62.4120063781738,96.3644485473633,1.49186177358492,7,13.9165009940358,3947.491,52.5780223732301,50.3,7507.8727229
Equatorial Guinea,GNQ,2001,YR2001,23.27,41.6127446618652,62.7035522460937,95.9704208374023,1.66883260729508,39,41.9354838709677,4031.555,24.1041199265474,93,16725.5847228
Equatorial Guinea,GNQ,2002,YR2002,24.33,42.3256767562857,62.9827499389648,95.5737762451172,2.86751906717946,39,41.9354838709677,4013.285,15.3897182123023,93,26077.7029484
Equatorial Guinea,GNQ,2003,YR2003,24.82,43.0160320347079,63.2556648254395,95.1773376464844,3.59164759441379,39,39.3939393939394,4004.196,14.8263998445109,99,27007.2036502
Equatorial Guinea,GNQ,2004,YR2004,25.71,43.6944340502157,63.5283622741699,94.7839202880859,2.17217230364543,39,31.9672131147541,4014.217,12.3169888973834,122,32590.89566
Equatorial Guinea,GNQ,2005,YR2005,26.39,44.3678262927951,63.8068962097168,94.3963317871094,2.35752657712882,39,24.5283018867925,3991.547,7.85843598516858,122,50793.14774
Equatorial Guinea,GNQ,2006,YR2006,27.12,45.0460035017157,64.0973358154297,94.0174026489258,2.59211148331128,39,19.5979899497487,3983.167,6.63427174502204,122,60039.25002
Equatorial Guinea,GNQ,2007,YR2007,28.23,45.7376699414699,64.4057464599609,93.6499404907227,2.67107371765105,39,15.0579150579151,3957.46,5.68456157935672,122,69617.68194
Equatorial Guinea,GNQ,2008,YR2008,28.83,46.4490617553931,64.7366790771484,93.2959899902344,2.21648344137777,39,12.2257053291536,3966.584,6.31248134065893,122,62837.16
Equatorial Guinea,GNQ,2009,YR2009,29.64,47.1804737924806,65.0886383056641,92.9545440673828,2.39664559970219,39,10.8635097493036,3948.774,6.09888920963046,122,64745.79
Equatorial Guinea,GNQ,2010,YR2010,30.58,47.9272731024391,65.4586181640625,92.6238098144531,2.53154826220889,14,3.41463414634146,3886.287,5.95110181811416,122,65303.655
Equatorial Guinea,GNQ,2011,YR2011,31.1,43,66.1,93.1,2.61037444791974,14,3.41463414634146,3887.516,5.64431823486235,281,68874.855
Equatorial Guinea,GNQ,2012,YR2012,31.51,49.4568195026761,66.2406387329102,91.9873352050781,2.60890284910045,14,3.41463414634146,3875.599,5.3520984578672,439,72412.7
Equatorial Guinea,GNQ,2013,YR2013,32.97,50.2333175177789,66.6466674804688,91.6780242919922,2.52059445752935,18,4.34782608695652,3875.115,5.95817897623226,439,65038.58
Equatorial Guinea,GNQ,2014,YR2014,33.75,51.0137707276255,67.058708190918,91.3722839355469,2.62922838263766,543,57.8274760383387,5303.493,7.64327489750003,439,69387.7045
Equatorial Guinea,GNQ,2015,YR2015,34,51.7944026886722,67.473747253418,91.0683288574219,2.21443685935807,543,57.8274760383387,5277.3,7.82279977697172,939,67460.502
Equatorial Guinea,GNQ,2016,YR2016,34.39,52.5734810186781,67.889289855957,90.7646713256836,..,..,..,..,..,..,..
Eritrea,ERI,1990,YR1990,..,5.85207971175796,17.8409461975098,81.7310028076172,..,0,0,0,..,..,0
Eritrea,ERI,1991,YR1991,..,7.18194884194958,19.0116214752197,81.4609909057617,..,0,0,0,..,..,0
Eritrea,ERI,1992,YR1992,..,8.50736672645569,20.1817874908447,81.1907958984375,10.6017165124271,0,0,23151.79,89.8200749635989,146,25775.741124
Eritrea,ERI,1993,YR1993,..,9.8243435816828,21.3488922119141,80.9195785522461,9.81029892009895,0,0,23151.79,83.5658344566424,151,27704.851092
Eritrea,ERI,1994,YR1994,..,11.132583265445,22.5098819732666,80.6462936401367,8.3478674264503,0,0,23244.19,80.0938803640994,161,29021.181012
Eritrea,ERI,1995,YR1995,..,2.1,22.9,80.6,8.52265016940025,0,0,23973.28,77.8912684198844,172,30777.878556
Eritrea,ERI,1996,YR1996,..,13.7035412280665,24.8012676239014,80.0894241333008,8.18804101156159,0,0,24621.78,76.3771461312122,193,32237.10396
Eritrea,ERI,1997,YR1997,..,14.9621192933811,25.9255447387695,79.8037719726563,7.54005054657295,1,0.467289719626168,25388.64,77.6011671574695,214,32716.827504
Eritrea,ERI,1998,YR1998,..,16.1970212246075,27.0314693450928,79.5119400024414,4.81640116862338,1,0.512820512820513,16022.38,75.0037673027872,195,21362.1003
Eritrea,ERI,1999,YR1999,..,17.4061023603775,28.1159801483154,79.212890625,4.99325873007897,1,0.467289719626168,16511.83,76.1296599903633,214,21689.08938
Eritrea,ERI,2000,YR2000,6.08,18.5888178810021,29.1775379180908,78.9062423706055,5.20237272282,1,0.476190476190476,16971.46,76.7829441829366,210,22103.1639
Eritrea,ERI,2001,YR2001,6.49,19.7485183675964,30.2206859588623,78.5941619873047,5.01219767587666,1,0.429184549356223,17667.94,74.8450741524032,233,23606.01576
