Country Name,Country Code,Series,Series Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Dominican Republic,DOM,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Dominican Republic,DOM,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Dominican Republic,DOM,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Dominican Republic,DOM,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Dominican Republic,DOM,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Dominican Republic,DOM,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,1.18641,1.80667,1.90328,2.05808,2.49684,..
Dominican Republic,DOM,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Ecuador,ECU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,1.99764,1.15093,..,4.50743,4.9987,..
Ecuador,ECU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,121288,50654,38135,14251,18294,..
Ecuador,ECU,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,86.97364,71.05345,..,..,..
Ecuador,ECU,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,83.67927,71.9444,..,..,..
Ecuador,ECU,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,82.54259,69.95354,..,..,..
Ecuador,ECU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,736412,..,..,..,840209,634584,..
Ecuador,ECU,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,94.21053,89.51097,..
Ecuador,ECU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Ecuador,ECU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,16.83,17.42,18.62,13.08,8.52,..,..
Ecuador,ECU,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,25.75,25.26,25.99,31.07,36.56,..,..
Ecuador,ECU,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,53.57,51.88,50.52,35.76,25.66,..,..
Ecuador,ECU,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,9.29,15.88,15.31,2.77,2.37,..,..
Ecuador,ECU,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,11.96,12.26,15.88,10,2.77,..,..
Ecuador,ECU,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,18.06,19.39,17.4,13.32,4.58,..,..
Ecuador,ECU,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,17.46,21.18,18.4,24.31,33.72,..,..
Ecuador,ECU,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,5.22076,..,..,..,..
Ecuador,ECU,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,33.47,47.2,64.12,80.12,..
Ecuador,ECU,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,94.77924,..,..,..,..
Ecuador,ECU,Duration of compulsory education (years),SE.COM.DURS,..,..,10,10,15,15,..
Ecuador,ECU,Internet users (per 100 people),IT.NET.USER.P2,0,0.043833641,1.462188536,5.994255161,29.03,48.94043379,..
Ecuador,ECU,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,5,5,3,3,..
Ecuador,ECU,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,5,5,3,3,..
Ecuador,ECU,Official entrance age to pre-primary education (years),UIS.THAGE.02,5,5,5,5,3,3,..
Ecuador,ECU,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Ecuador,ECU,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Ecuador,ECU,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Ecuador,ECU,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Ecuador,ECU,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Ecuador,ECU,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,6.9348,8.66386,10.38602,8.52885,..
Ecuador,ECU,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,4.604,..,4.79443,..,..,..
"Egypt, Arab Rep.",EGY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,940878,740263,232505,..,..
"Egypt, Arab Rep.",EGY,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,16483894,15683113,..,..
"Egypt, Arab Rep.",EGY,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,2269.03527984255,..,..,..,..
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,50.66,45.2,39.01,34.81,31.12,..,..
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,8.2,7.8,7.47,6.01,5.71,..,..
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,57.4,61.15,65.17,71.19,62.89,..,..
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,36.05,28.55,22.44,13.68,17.68,..,..
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,42.53,36.05,28.55,22.44,13.68,..,..
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,62.56,54.15,54.15,42.53,36.05,..,..
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,21.91,28.58,35.6,29,38.04,..,..
"Egypt, Arab Rep.",EGY,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,58.85,63.569,..,..,..
"Egypt, Arab Rep.",EGY,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Duration of compulsory education (years),SE.COM.DURS,..,..,9,9,9,12,..
"Egypt, Arab Rep.",EGY,Internet users (per 100 people),IT.NET.USER.P2,0,0.031319638,0.641265038,12.75,21.6,37.81938343,..
"Egypt, Arab Rep.",EGY,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,6,6,6,6,..
"Egypt, Arab Rep.",EGY,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,4,4,4,4,..
"Egypt, Arab Rep.",EGY,Official entrance age to pre-primary education (years),UIS.THAGE.02,4,4,4,4,4,4,..
"Egypt, Arab Rep.",EGY,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,100,..,..
"Egypt, Arab Rep.",EGY,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,97.69637,..,..
"Egypt, Arab Rep.",EGY,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
El Salvador,SLV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,2.83868,3.17785,4.04807,3.90988,..
El Salvador,SLV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,62638,..,..,64815,..
El Salvador,SLV,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,94.87158,..,95.61332,..
El Salvador,SLV,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,90.91658,..,93.74015,..
El Salvador,SLV,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,92.83252,..,93.48589,..
El Salvador,SLV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,655492,546399,..
El Salvador,SLV,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,80.06997,..
El Salvador,SLV,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
El Salvador,SLV,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,30.31,25.51,20.38,16.32,3.72,..,..
El Salvador,SLV,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,18.05,13.19,17.04,18.45,15.29,..,..
El Salvador,SLV,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,16.7,21.06,36.04,44.56,42.03,..,..
El Salvador,SLV,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,18.5,14.35,7.41,5.21,1.87,..,..
El Salvador,SLV,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,28.77,17.48,14.35,7.41,2.69,..,..
El Salvador,SLV,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,29.31,27.6,25.31,14.48,3.41,..,..
El Salvador,SLV,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,6.56,9.85,15.28,22.94,33.06,..,..
El Salvador,SLV,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,6.66839,5.83961,..,6.2239,..
El Salvador,SLV,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,33.43,40.57,49.11,57.99,..
El Salvador,SLV,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,93.33001,94.16039,..,93.7761,..
El Salvador,SLV,Duration of compulsory education (years),SE.COM.DURS,..,..,9,9,9,15,..
El Salvador,SLV,Internet users (per 100 people),IT.NET.USER.P2,0,..,1.177397269,4.2,15.9,26.80260496,..
El Salvador,SLV,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,7,7,7,1,..
El Salvador,SLV,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,4,4,0,0,..
El Salvador,SLV,Official entrance age to pre-primary education (years),UIS.THAGE.02,4,4,4,4,4,4,..
El Salvador,SLV,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
El Salvador,SLV,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,98.90248,..,..
El Salvador,SLV,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,80.55817,..,..
El Salvador,SLV,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
El Salvador,SLV,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
El Salvador,SLV,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,7.7054,9.41019,8.50853,8.244,..
El Salvador,SLV,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,24570,..,67334,83611,..
Equatorial Guinea,GNQ,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,45.25711,37.22954,..
Equatorial Guinea,GNQ,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,88.81413,..
Equatorial Guinea,GNQ,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,11.18501,..
Equatorial Guinea,GNQ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,40970,..,32670,..,..
Equatorial Guinea,GNQ,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,5.48,..,..,..,..
Equatorial Guinea,GNQ,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Duration of compulsory education (years),SE.COM.DURS,..,..,5,5,6,6,..
Equatorial Guinea,GNQ,Internet users (per 100 people),IT.NET.USER.P2,0,..,0.132354665,1.149789671,6,21.31999999,..
Equatorial Guinea,GNQ,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,7,7,7,7,..
Equatorial Guinea,GNQ,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,3,3,4,1,..
Equatorial Guinea,GNQ,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,4,4,..
Equatorial Guinea,GNQ,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,0.63114,..,..,..
Equatorial Guinea,GNQ,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Eritrea,ERI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..
Eritrea,ERI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,233515,171852,53201,117798,186394,..
Eritrea,ERI,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,71.96982,83.60614,93.81553,..,..
Eritrea,ERI,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,69.1358,65.68047,56.51794,41.82692,..
Eritrea,ERI,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,49.16159,28.90976,60.57065,..,..
Eritrea,ERI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..
Eritrea,ERI,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,53.34002,43.75464,..,..,..
Eritrea,ERI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,..,..,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,..,..,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,..,..,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,..,..,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,..,..,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,..,..,..,..,..,..,..
Eritrea,ERI,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,41.46061,..,..,..,..
Eritrea,ERI,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,..,..
Eritrea,ERI,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,48.59398,..,..,..,..
Eritrea,ERI,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,8,8,..
Eritrea,ERI,Internet users (per 100 people),IT.NET.USER.P2,0,0,0.136711941,..,0.61,1.083733116,..
Eritrea,ERI,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,..,..,7,6,..
Eritrea,ERI,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,5,5,5,4,..
Eritrea,ERI,Official entrance age to pre-primary education (years),UIS.THAGE.02,5,5,5,5,5,4,..
Eritrea,ERI,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Eritrea,ERI,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Eritrea,ERI,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Eritrea,ERI,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Eritrea,ERI,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Eritrea,ERI,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,0.32877,0.27808,0.26547,0.17977,0.249,..
Eritrea,ERI,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Estonia,EST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,5.90541,5.33243,4.81316,5.47338,5.10685,..
Estonia,EST,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,17158,1221,1220,404,2012,..
Estonia,EST,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Estonia,EST,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Estonia,EST,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Estonia,EST,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,2683,..,..,..,..
Estonia,EST,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,68.63932,..
Estonia,EST,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,11875.6091159488,17314.1579034553,..
Estonia,EST,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,1.88,0.92,0.23,0.2,0.2,..,..
Estonia,EST,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,36.83,22.74,11.02,7.23,5.03,..,..
Estonia,EST,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,33.8,48.96,70.02,76.55,78.66,..,..
Estonia,EST,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,0.3,0.23,0.26,0.23,0.32,..,..
Estonia,EST,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,0.3,0.26,0.23,0.23,0.21,..,..
Estonia,EST,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.3,0.23,0.16,0.16,0.2,..,..
Estonia,EST,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,60.26,67.56,57.91,56.36,43.92,..,..
Estonia,EST,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,..,..,8.36962,..
Estonia,EST,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,96.59,..,..,..
Estonia,EST,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,91.63038,..
Estonia,EST,Duration of compulsory education (years),SE.COM.DURS,..,..,9,9,9,9,9
Estonia,EST,Internet users (per 100 people),IT.NET.USER.P2,0,2.778968489,28.57695381,61.45,74.1,88.4097035,..
Estonia,EST,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,7,7,7,7,7
Estonia,EST,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,3,..,..,0,0
Estonia,EST,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,3
Estonia,EST,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,100,100,100,100,..
Estonia,EST,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,100,100,100,100,..
Estonia,EST,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,100,100,100,100,..
Estonia,EST,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,100,100,100,100,..
Estonia,EST,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Estonia,EST,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,8.92724,9.29607,9.66452,12.44032,..
Estonia,EST,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Eswatini,SWZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.48457,5.65314,5.50848,6.48462,6.11837,..,..
Eswatini,SWZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,50112,41251,..,..,23434,31776,..
Eswatini,SWZ,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,90.38293,90.77288,79.33807,82.0841,..
Eswatini,SWZ,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,64.24116,..,..
Eswatini,SWZ,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Eswatini,SWZ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,105197,..,107612,..,..
Eswatini,SWZ,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
Eswatini,SWZ,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
